name,address,plus_code,category,overall_rating,url,keywords
SilverKris Lounge,"65 Airport Blvd., Singapore 819663",9X4P+66 Singapore,Lounge,4.4,"https://www.google.com.sg/maps/place/SilverKris+Lounge+Changi+Airport+Terminal+3+Singapore/@1.3555124,103.9834037,17z/data=!3m1!4b1!4m5!3m4!1s0x31da3c8d17962599:0x148ce56420e66921!8m2!3d1.3555124!4d103.9855924?hl=en","['shower', 'comfortable', 'business', 'power', 'passengers', 'star', 'first', 'blanket', 'massage', 'toothbrush']"
Fort Siloso Skywalk,"Siloso Rd, 099981",7R56+68 Singapore,Tourist attraction,4.5,"https://www.google.com.sg/maps/place/Fort+Siloso+Sky+Walk/@1.2581107,103.8085988,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bfa6556758b:0xfc4bcabbb13bdc14!8m2!3d1.2580409!4d103.8109452?hl=en","['lift', 'history', 'island', 'bus', 'WWII', 'storey', ""bird's"", 'learn', 'panoramic', 'glass']"
Singapore Philatelic Museum,"Coleman St, 23-B, Singapore 179807",7RVX+4F Singapore,Museum,4,"https://www.google.com.sg/maps/place/Singapore+Philatelic+Museum/@1.2928284,103.8464745,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19e386c61c8b:0x5c7413db55df28a6!8m2!3d1.2928284!4d103.8486632?hl=en",[]
Funan,"107 North Bridge Rd, Singapore 179105",7VR2+G3 Singapore,Shopping mall,4.4,"https://www.google.com.sg/maps/place/Funan/@1.2912647,103.8480045,17z/data=!3m2!4b1!5s0x31da19a5cf07b42b:0x30c18125c24c1d2c!4m5!3m4!1s0x31da19dff9033eab:0xf21a6da2c9e3818f!8m2!3d1.2912647!4d103.8501932?hl=en","['renovation', 'IT', 'gadgets', 'rock', 'climbing', 'lifestyle', 'rooftop', 'bike', 'DJI']"
Singapore Discovery Centre,"510 Upper Jurong Rd, Singapore 638365",8MMH+3H Singapore,Tourist attraction,4.1,"https://www.google.com.sg/maps/place/Singapore+Discovery+Centre/@1.3326904,103.6767545,17z/data=!3m1!4b1!4m5!3m4!1s0x31da0f7edafeb3ab:0xf41100151646f9a1!8m2!3d1.3322316!4d103.6791659?hl=en","['exhibits', 'learn', 'cinema', 'theatre', 'escape', 'laser', 'paintball', 'military', 'shooting', 'quiz']"
Tekka Centre,Bukit Timah Rd,8V42+G7 Singapore,Market,4.1,"https://www.google.com.sg/maps/place/Tekka+Centre/@1.306251,103.8484653,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b925f1b5bd:0xfc5a1743f0d32012!8m2!3d1.306251!4d103.850654?hl=en","['indian', 'naan', 'clothing', 'tailors', 'sri', 'indian', 'pigeons', 'traditional', 'deepavali', 'appam']"
Fountain of Wealth,"3 Temasek Blvd, Singapore 038983",7VV5+VH Singapore,Fountain,4.4,"https://www.google.com.sg/maps/place/Fountain+of+Wealth/@1.2947425,103.8567139,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19af06a15531:0x39c412c1da57737d!8m2!3d1.2947425!4d103.8589026?hl=en","['night', 'walk', 'good', 'hand', 'wish', 'coin', 'towers', 'landmark', 'structure', 'attraction']"
BOUNCE Singapore,"8 Grange Rd, #09-01 Cineleisure, Singapore 239695",8R2P+HH Singapore,Recreation center,4.3,"https://www.google.com.sg/maps/place/BOUNCE+Singapore+Pte.+Ltd./@1.3014889,103.8342002,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19910f00775b:0xc7357703bcea792f!8m2!3d1.3014889!4d103.8363889?hl=en","['trampoline', 'jump', 'small', 'fun', 'big', 'socks', 'energy', 'ninja', 'obstacle', 'dodge']"
Skypark Sentosa by AJ Hackett,"30 Siloso Beach Walk, 099011",7R47+38 Singapore,Adventure sports center,4.6,"https://www.google.com.sg/maps/place/Skypark+Sentosa+by+AJ+Hackett/@1.2551584,103.8111325,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bf90b2404e3:0x46bbb1c670ec0659!8m2!3d1.2551667!4d103.8133296?hl=en","['great', 'bungee', 'video', 'beach', 'drinks', 'scared', 'swing', 'pay', 'walking', 'photos']"
Kayak Fishing Fever,"120 Tanjong Beach Walk, Sentosa, 098942",6RVH+93 Singapore,Tour operator,5,"https://www.google.com.sg/maps/place/Kayak+Fishing+Fever/@1.243406,103.8255083,17z/data=!3m1!4b1!4m5!3m4!1s0x31da117f9839e3d9:0x4e4f1580708abee1!8m2!3d1.243406!4d103.827697?hl=en","['fishes', 'photos', 'morning', 'teaching', 'bait', 'paddle', 'exercise', 'enthusiastic', 'sunscreen', 'worry']"
Indian Heritage Centre,"5 Campbell Ln, Singapore 209924",8V42+7W Singapore,Heritage museum,4.5,"https://www.google.com.sg/maps/place/Indian+Heritage+Centre/@1.3056816,103.8500719,17z/data=!3m2!4b1!5s0x31da19b8e12aff0d:0xad0170a7988cc880!4m5!3m4!1s0x31da19b8dc4e2895:0xbb8d3e8ae15f79e1!8m2!3d1.3056816!4d103.8522606?hl=en","['indian', 'learn', 'artifacts', 'community', 'understand', 'video', 'floor', 'ethnic', 'insight', 'curated']"
Armenian Church,"60 Hill St, Singapore 179366",7RVX+7P Singapore,Apostolic church,4.5,"https://www.google.com.sg/maps/place/Armenian+Apostolic+Church+of+St.+Gregory+the+Illuminator/@1.2931443,103.8470857,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a1433ecda9:0x9deaaa7a1344306f!8m2!3d1.2930971!4d103.8493786?hl=en","['history', 'peaceful']"
Malay Heritage Centre,"85 Sultan Gate, Singapore 198501",8V35+4X Singapore,Heritage museum,4.3,"https://www.google.com.sg/maps/place/Malay+Heritage+Centre/@1.3027993,103.8577378,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b13a82ec53:0x14144f336cc91ff6!8m2!3d1.3027993!4d103.8599265?hl=en","['learn', 'palace', 'mosque', 'garden', 'understand', 'muslim', 'shoes', 'community', 'insight', 'lawn']"
Trapped Escape Room Singapore,"2 Orchard Link, #02-20 *SCAPE, Singapore 237978",8R2P+C7 Singapore,Amusement center,4.7,"https://www.google.com.sg/maps/place/Trapped+Escape+Room+Singapore/@1.3010255,103.8335277,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1991ab7009eb:0x31c24fba28d6f85c!8m2!3d1.3009427!4d103.8353033?hl=en","['experience', 'puzzles', 'mental', 'props', 'game', 'patient', 'story', 'lighting', 'mystery', 'mind']"
Zero Latency Singapore,"3 Temasek Boulevard #03-346 (between Tower 2 and 3 Suntec City Mall, 038983",7VW5+8W Singapore,Leisure centre,4.4,"https://www.google.com.sg/maps/place/Zero+Latency+Singapore/@1.2957751,103.8576064,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19af39745e03:0xa29bd3309aafc9a4!8m2!3d1.2957751!4d103.8597951?hl=en","['experience', 'VR', 'fun', 'gaming', 'team', 'room', 'feel', 'price', 'walking', 'discount']"
Perfume Workshop Singapore,"90 good man road Good Man Art Center, BlockO 01-57, 439053",8V3P+83 Singapore,Perfume store,5,"https://www.google.com.sg/maps/place/Perfume+Workshop+by+Jetaime+Perfumery+Singapore/@1.3032675,103.8830337,17z/data=!3m1!4b1!4m5!3m4!1s0x31da18664b5dd4c9:0xfd27532581ac32b2!8m2!3d1.3032715!4d103.8852879?hl=en","['experience', 'learn']"
The Fullerton Monument Tour,"1 Fullerton Square, Singapore 049178",7VP3+G6 Singapore,·5-star hotel,4.6,"https://www.google.com.sg/maps/place/The+Fullerton+Hotel+Singapore/@1.2863532,103.8508784,17z/data=!3m1!4b1!4m8!3m7!1s0x31da19090f9c176f:0x41c12c50babf70d0!5m2!4m1!1i2!8m2!3d1.2863532!4d103.8530671?hl=en",
Aeroline Service Centre Singapore,"#02­-52, Harbour Front Centre, 1 Maritime Square, 099253",7R7C+P4 Singapore,Bus and coach company,4,"https://www.google.com.sg/maps/place/Aeroline+(Singapore)+-FLY+From+the+City+!/@1.2643246,103.8181175,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1be239ca2603:0xad83c5e25e46df6d!8m2!3d1.2643246!4d103.8203062?hl=en","['good', 'comfortable', 'ticket', 'blanket', 'meal', 'entertainment', 'bus', 'toilet', 'drinks', 'seats']"
Singapore Cruise Centre,"1 Maritime Square, Singapore 099253",7R7C+M3 Singapore,Ferry service,4.3,"https://www.google.com.sg/maps/place/Singapore+Cruise+Centre/@1.26421,103.8180473,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1b957aaaaaab:0xeaa72a04cd4ae334!8m2!3d1.26421!4d103.820236?hl=en","['ferry', 'immigration', 'clean', 'walk', 'cruise', 'check-in', 'airport', 'floor', 'luggage', 'organized']"
Singapore Indoor Stadium,"2 Stadium Walk, Singapore 397691",8V2F+6Q Singapore,Stadium,4.4,"https://www.google.com.sg/maps/place/Singapore+Indoor+Stadium/@1.3005709,103.8722053,17z/data=!3m2!4b1!5s0x31da184953ae60f1:0xb825fcecf553faa0!4m5!3m4!1s0x31da184e869a1753:0xf2dbe15cf47ed46c!8m2!3d1.3005709!4d103.874394?hl=en","['concert', 'sound', 'air', 'system', 'toilets', '2019', 'shows', 'train', 'bruno', 'disney']"
Singapore Pub Crawl,"80 Raffles Pl, Singapore 048624",7VP2+78 Singapore,Tourist attraction,4.3,"https://www.google.com.sg/maps/place/Singapore+Pub+Crawl/@1.285669,103.8486548,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190967271c1d:0xf7c93a1930a09a38!8m2!3d1.285669!4d103.8508435?hl=en","['experience', 'night', 'bar']"
Pororo Park Singapore,"6, #02-29 Raffles Blvd, Marina Square, 039594",7VR4+9X Singapore,Indoor playground,4.3,"https://www.google.com.sg/maps/place/Pororo+Park+Singapore/@1.2909336,103.8551937,17z/data=!3m2!4b1!5s0x31da19a8f35a3147:0xc77b3af93afc0695!4m5!3m4!1s0x31da19a86ed98b0b:0xb67ab0ca37d68a4!8m2!3d1.2909336!4d103.8573824?hl=en","['train', 'play', 'supermarket', 'shows', 'dance', 'pool', 'musical', 'sandpit', 'characters', 'social']"
National University of Singapore,"21 Lower Kent Ridge Rd, Singapore 119077",7QWG+MH Singapore,University,4.5,"https://www.google.com.sg/maps/place/National+University+of+Singapore/@1.2966426,103.7742052,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a56784202d9:0x488d08d6c1f88d6b!8m2!3d1.2966426!4d103.7763939?hl=en","['nurses', 'hospital', 'lectures', 'professors', 'bus', 'science', 'research', 'area', 'ranked', 'alumni']"
Wave House Sentosa,"36 Siloso Beach Walk, 099007",7R37+RF Singapore,Permanently closed,4.2,"https://www.google.com.sg/maps/place/Wave+House+Sentosa/@1.2545239,103.8115612,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bf8df0e713b:0x19ea5d32561a444f!8m2!3d1.2545239!4d103.8137499?hl=en",
Jacob Ballas Children's Garden,"481 Bukit Timah Rd, Singapore 259769",8RC9+85 Singapore,Park,4.6,"https://www.google.com.sg/maps/place/Jacob+Ballas+Children's+Garden/@1.3207604,103.8157354,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a19365cc133:0x29a7c235653eb8fb!8m2!3d1.3207604!4d103.8179241?hl=en","['nature', 'tree', 'botanic', 'educational', 'maze', 'sand', 'fox', 'mosquito', 'farm', 'suspension']"
Sun Yat Sen Nanyang Memorial Hall,"12 Tai Gin Rd, Singapore 327874",8RHW+6R Singapore,Memorial estate,4.4,"https://www.google.com.sg/maps/place/Sun+Yat+Sen+Nanyang+Memorial+Hall/@1.3280736,103.844928,17z/data=!3m1!4b1!4m5!3m4!1s0x31da17604c398563:0x8a28aa2f97068b41!8m2!3d1.3280736!4d103.8471167?hl=en","['exhibits', 'information', 'historical', 'xinhai', 'chinese', 'educational', 'sun', 'heritage', 'mid']"
NUS Baba House,"157 Neil Rd, Singapore 088883",7RGP+VW Singapore,Museum,4.4,"https://www.google.com.sg/maps/place/NUS+Baba+House/@1.277235,103.8351664,17z/data=!3m1!4b1!4m5!3m4!1s0x31da196ef59108bf:0xb203263b0d533bdd!8m2!3d1.277235!4d103.8373551?hl=en","['experience', 'heritage', 'family', 'guide', 'architecture', 'knowledge', 'photos', 'story', 'website', 'conservation']"
Lee Kong Chian Natural History Museum,"2 Conservatory Dr, Singapore 117377",8Q2F+H9 Singapore,Natural history museum,4.6,"https://www.google.com.sg/maps/place/Lee+Kong+Chian+Natural+History+Museum/@1.3014107,103.7713094,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1af649a3c895:0xf1cf69b90fc29d19!8m2!3d1.3014107!4d103.7734981?hl=en","['dinosaur', 'fossils', 'specimens', 'skeletons', 'biodiversity', 'species', 'sperm', 'insects', 'mammals', 'fauna']"
Natureland Chijmes,"30 Victoria St, #B1-01/02, Singapore 187996",7VW3+25 Singapore,Spa,4.5,"https://www.google.com.sg/maps/place/Natureland+CHIJMES/@1.2950998,103.8507877,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19babd0baaab:0xe039e233e015ac06!8m2!3d1.2950998!4d103.8529764?hl=en","['therapist', 'relaxing', 'professional', 'body', 'pain', 'skills', 'clean', 'masseuses', 'pressure', 'muscle']"
"T Galleria by DFS, Singapore","25 Scotts Rd, Singapore 228220",8R4J+XX Singapore,·$$,4.1,"https://www.google.com.sg/maps/place/T+Galleria+By+DFS,+Singapore/@1.3073896,103.8302953,17z/data=!3m1!4b1!4m5!3m4!1s0x31da198d4b0aa90d:0xeb6348ff13227f16!8m2!3d1.3073896!4d103.832484?hl=en","['tourists', 'luxury', 'airport', 'experience', 'perfumes', 'cosmetics', 'bus', 'watches', 'sales']"
The Walking Singapore,"#01-18, No 8 Raffles Avenue, The Esplanade Mall, 039802",7VQ4+M5 Singapore,Tourist attraction,4.9,"https://www.google.com.sg/maps/place/The+Walking+Singapore+Tours+@Marina+Bay/@1.2891379,103.853259,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a7e2f6aaab:0x2e31e1d79ca512ba!8m2!3d1.2891379!4d103.8554477?hl=en","['guide', 'experience', 'history', 'know', 'cityscape', 'scooter', 'informative', 'stories', 'evening', 'team']"
Comedy Masala,"69 Circular Rd, Singapore 049423",7RPX+HJ Singapore,Comedy club,5,"https://www.google.com.sg/maps/place/Comedy+Masala/@1.2864698,103.8469269,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190bb5efdf1b:0x573a5bf410645641!8m2!3d1.2864698!4d103.8491156?hl=en",[]
Kong Meng San Phor Kark See Temple,"88 Bright Hill Rd, Singapore 574117",9R6P+J8 Singapore,Buddhist temple,4.5,"https://www.google.com.sg/maps/place/Kong+Meng+San+Phor+Kark+See+Monastery/@1.3615171,103.8336229,17z/data=!3m1!4b1!4m5!3m4!1s0x31da172658565363:0xa8f7582fe51ce79a!8m2!3d1.3615671!4d103.8355692?hl=en","['peaceful', 'pray', 'ching', 'ancestors', 'respect', 'columbarium', 'vesak', 'college', 'tranquility', 'crematorium']"
Singapore Maritime Gallery,"31 Marina Coastal Dr, Level 2, Singapore 018988",7VC7+C7 Singapore,Maritime museum,4.4,"https://www.google.com.sg/maps/place/Singapore+Maritime+Gallery/@1.2710567,103.8610344,17z/data=!3m1!4b1!4m5!3m4!1s0x31da191f43e3f6c9:0xe9030beb89091c07!8m2!3d1.2710586!4d103.8632218?hl=en","['learn', 'kids', 'simulator', 'informative', 'port', 'experience', 'maritime', 'trade', 'game', 'understand']"
Singapore Freediving Academy,"3 Jln Binchang, Singapore 578580",9R2V+VQ Singapore,Diving center,5,"https://www.google.com.sg/maps/place/Singapore+Freediving+Academy/@1.3522167,103.8421978,17z/data=!3m1!4b1!4m5!3m4!1s0x31da173d823bf02f:0x2980513230a481ce!8m2!3d1.3522167!4d103.8443865?hl=en",['instructors']
Republic of Singapore Navy Museum,"112 Tanah Merah Coast Rd, Singapore 498794",8288+JV Singapore,Museum,4.2,"https://www.google.com.sg/maps/place/Republic+of+Singapore+Navy+Museum/@1.3165874,104.014958,17z/data=!3m1!4b1!4m5!3m4!1s0x31da24af9fbcc8fd:0xad5ca7bad9a78b9e!8m2!3d1.3165836!4d104.0170504?hl=en","['history', 'naval', 'kids', 'informative']"
Suntec Singapore Convention & Exhibition Centre,"1 Raffles Blvd, Singapore 039593",7VV4+FV Singapore,Convention center,4.4,"https://www.google.com.sg/maps/place/Suntec+Singapore+Convention+%26+Exhibition+Centre/@1.2936739,103.855056,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19af38dd2bf3:0xd63e8cb2dacf54c7!8m2!3d1.2936739!4d103.8572447?hl=en","['mall', 'walk', 'renovated', 'brands', 'convenient', 'fountain', 'retail', 'shopping', 'tower', 'free']"
The Tintin Shop,"28 Pagoda St, Singapore 059188",7RMV+8W Singapore,Collectibles store,4.5,"https://www.google.com.sg/maps/place/The+Tintin+Shop/@1.2832596,103.8426311,17z/data=!3m2!4b1!5s0x31da190b490e909f:0x1961e697a3d84902!4m5!3m4!1s0x31da19734f469ea9:0x384c9648aea8b180!8m2!3d1.2832596!4d103.8448198?hl=en","['fans', 'books', 't-shirts', 'merchandise', 'memorabilia', 'characters', 'sale', 'posters', 'pictures', 'comics']"
Army Museum of Singapore,"520 Upper Jurong Rd, Singapore 638367",8MJG+RP Singapore,Army museum,4,"https://www.google.com.sg/maps/place/Army+Museum+of+Singapore/@1.3320159,103.6745978,17z/data=!3m1!4b1!4m5!3m4!1s0x31da0f7dd7c6214f:0x9efb71279bcf7fcd!8m2!3d1.3320247!4d103.6767846?hl=en","['exhibits', 'kids', 'tanks', 'vehicles', 'renovation', 'feel']"
National Stadium,"1 Stadium Dr, Singapore 397629",8V3F+JW Singapore,Stadium,4.5,"https://www.google.com.sg/maps/place/National+Stadium/@1.304013,103.8726539,17z/data=!3m2!4b1!5s0x31da18497254e545:0x821482169ed856cb!4m5!3m4!1s0x31da184966f67bcd:0x2d296d925d398f55!8m2!3d1.304013!4d103.8748426?hl=en","['big', 'concert', 'u2', 'roof', 'sound', 'ventilation', 'BTS', 'dome', 'rugby', 'security']"
Singapore Musical Box Museum,"168 Telok Ayer St, Singapore 068619",7RJX+72 Singapore,Museum,4.6,"https://www.google.com.sg/maps/place/Singapore+Musical+Box+Museum/@1.2807369,103.845331,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190d74dc8883:0xb5f134507dcf457b!8m2!3d1.2807369!4d103.8475197?hl=en","['music', 'history', 'experience', 'guided', 'ticket', 'family', 'explanation', 'antique', 'learn', 'jukeboxes']"
O-Ride Singapore Mini Segway Tours,"1 Stadium Place, #02-19 Kallang Wave Mall, 397628",8V3F+QP Singapore,Outdoor sports store,4.8,"https://www.google.com.sg/maps/place/O-Ride+Singapore+Mini+Segway+Tours/@1.3043885,103.8720941,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1849669a11e3:0x979c5e5e5e0a3805!8m2!3d1.3043885!4d103.8742828?hl=en","['tour', 'video', 'experience', 'good', 'funny', 'pictures', 'photos', 'family', 'job', 'enjoyable']"
Raffles Landing Site,"179429, 1 Old Parliament Ln, 179429",7VQ2+38 Singapore,Tourist attraction,4.3,"https://www.google.com.sg/maps/place/Raffles'+Landing+Site/@1.287706,103.8485757,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19098b0fa443:0xd55927b90e908420!8m2!3d1.287706!4d103.8507644?hl=en","['statue', 'buildings', 'area', 'walk', 'skyscrapers', 'history', 'river', 'museum']"
Yixing Xuan Teahouse,"78 Tg Pagar Rd, Singapore 088499",7RHV+CG Singapore,Traditional teahouse,4.8,"https://www.google.com.sg/maps/place/Yixing+Xuan+Teahouse/@1.27854,103.8416369,17z/data=!3m2!4b1!5s0x31da196d3f41ddd5:0xf3418a08e3ad1bc8!4m5!3m4!1s0x31da196d44f826e3:0xda4e43bfad3964bc!8m2!3d1.2785435!4d103.8437396?hl=en","['oolong', 'dim', 'brewing', 'bean', 'appreciation', 'cup', 'light', 'pu-erh', 'chatting', 'passion']"
Clubhouse SG,"168, #01-07 Robinson Rd, Capital Tower, 068912",7RHX+CF Singapore,Indoor golf course,4.6,"https://www.google.com.sg/maps/place/Clubhouse+SG/@1.2785292,103.8465378,17z/data=!3m1!4b1!4m5!3m4!1s0x31da191de9b21c53:0x3e3ef4b6a8e84418!8m2!3d1.2785292!4d103.8487265?hl=en","['drinks', 'pizza', 'food']"
Everyday Tour Company,"Smith St, Singapore 050335",7RMV+26 Singapore,Tour operator,5,"https://www.google.com.sg/maps/place/Everyday+Tour+Company/@1.282573,103.8409093,17z/data=!3m1!4b1!4m5!3m4!1s0x31da197b56063db9:0x2ff80f521aa2f490!8m2!3d1.2827358!4d103.8431956?hl=en","['history', 'learned', 'walking', 'architecture', 'culture', 'street', 'virtual', 'street', 'information', 'questions']"
Sri Srinivasa Perumal Temple,"397 Serangoon Rd, Singapore 218123",8V74+8C Singapore,Hindu temple,4.7,"https://www.google.com.sg/maps/place/Sri+Srinivasa+Perumal+Temple+Singapore/@1.3132706,103.8538842,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19cf604b824b:0xffd96242e60eb51!8m2!3d1.3132706!4d103.8560729?hl=en","['divine', 'blessed', 'traditional', 'vishnu', 'prasadam', 'organized', 'thaipusam', 'lord', 'govinda', 'andal']"
Singapore Wake Park,"1206A ECP, Singapore 449891",8W4J+6M Singapore,Water park,4.6,"https://www.google.com.sg/maps/place/SWP+(Singapore+Wake+Park)/@1.305595,103.9294903,17z/data=!3m1!4b1!4m5!3m4!1s0x31da2296778e30b3:0x280c626c59ac9e55!8m2!3d1.305595!4d103.931679?hl=en","['wakeboarding', 'instructors', 'experience', 'system', 'learn', 'sports', 'atmosphere', 'book', 'bar', 'patient']"
Houbii Spot Singapore,"80 Mandai Lake Rd, Singapore 729826",CQ3W+74 Singapore,,4.2,"https://www.google.com.sg/maps/place/Houbii+Spot+Singapore/@1.403171,103.7931187,17z/data=!3m1!4b1!4m5!3m4!1s0x31da13cef9d8ca93:0xb42539091bbede52!8m2!3d1.403171!4d103.7953074?hl=en",['kids']
Run With Me Singapore,"6 Mount Sophia, #05-08, Singapore 228457",8R2W+GH Singapore,Sightseeing tour agency,5,"https://www.google.com.sg/maps/place/Run+With+Me+Singapore/@1.3012531,103.8442353,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19bda2e35023:0x81ebcac3a71150ae!8m2!3d1.3012531!4d103.846424?hl=en",[]
Kee Hing Hung Pte. Ltd.,"1 Park Rd, #02-21/22 People's Park Complex, Singapore 059108",7RMV+M2 Singapore,Watch store,4.9,"https://www.google.com.sg/maps/place/Rolex+Boutique+-+Kee+Hing+Hung/@1.2841977,103.8403601,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19737c9f6ed7:0x29ab3e2eb83fcda8!8m2!3d1.2841977!4d103.8425488?hl=en","['tudor', 'AD', 'models', 'sports', 'hope', 'interest', 'rolex', 'relationship', 'rolex', 'GMT']"
Singapore Pinacotheque de Paris,"5 Cox Terrace, Fort Canning Arts Centre, Fort Canning Park, 179620",7RWW+3P Singapore,Permanently closed,4.3,"https://www.google.com.sg/maps/place/Pinacoth%C3%A8que+de+Paris/@1.295233,103.8445713,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a24426016d:0x88e33921dfe94fb7!8m2!3d1.295233!4d103.84676?hl=en",
Ngee Ann City,"391A Orchard Rd, Singapore 238873",8R3M+2R Singapore,Shopping mall,4.4,"https://www.google.com.sg/maps/place/Ngee+Ann+City/@1.3025572,103.8323793,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1991f36dbaff:0x2bcf2bec9aa9f23d!8m2!3d1.3025572!4d103.834568?hl=en","['high', 'basement', 'bookstore', 'tourists', 'heart', 'atrium', 'ion', 'orchard', 'fountain', 'lucky']"
Zouk,"3C River Valley Road, Clarke Quay, #01-05 to #02-06, The Cannery, 179022",7RRW+7C Singapore,·$$$,4.1,"https://www.google.com.sg/maps/place/Zouk+Singapore/@1.290671,103.8438443,17z/data=!3m1!4b1!4m5!3m4!1s0x31da199d17b277c9:0x8367dbd27600252c!8m2!3d1.290671!4d103.846033?hl=en","['drinks', 'crowd', 'party', 'DJ', 'thursday', 'girl', 'capital', 'bouncers', 'songs', 'nightlife']"
BooksActually,"44 Upper Weld Rd, Singapore 207401",8V43+GC Singapore,Book store,4.6,"https://www.google.com.sg/maps/place/BooksActually/@1.3062775,103.8513191,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190d263d9f0d:0xbe9a01b9424bdea1!8m2!3d1.3062775!4d103.8535078?hl=en","['cats', 'writers', 'published', 'area', 'poetry', 'hipster', 'vending', 'fiction', 'written', 'classic']"
The Spa at Mandarin Oriental Singapore,"5 Raffles Ave, Singapore 039797",7VR5+78 Singapore,Spa,4.6,"https://www.google.com.sg/maps/place/The+Spa+at+Mandarin+Oriental,+Singapore/@1.2906908,103.8561223,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a860b5b6b7:0x976d0ac93c70f266!8m2!3d1.2906908!4d103.858311?hl=en","['oil', 'experience', 'towel', 'room', 'relaxing']"
Thow Kwang Pottery Jungle and Dragon Kiln,"85 Lor Tawas, Singapore 639823",9M3V+C3 Singapore,Pottery store,4.6,"https://www.google.com.sg/maps/place/Thow+Kwang+Pottery+Jungle/@1.3535934,103.6904887,17z/data=!3m1!4b1!4m5!3m4!1s0x31da0fba96c60a3f:0x3cdfc030065c3491!8m2!3d1.3537158!4d103.6927199?hl=en","['workshop', 'kiln', 'vases', 'hands', 'instructor', 'pottery', 'lessons', 'bowls', 'history', 'table']"
Tipple and Dram,"24 Ann Siang Rd, Singapore 069704",7RJW+97 Singapore,Permanently closed,4.9,"https://www.google.com.sg/maps/place/Tipple+and+Dram+-Whisky+%26+Wine+Bar/@1.2809378,103.8435007,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190d387a5dcf:0xd398fb79d72429cb!8m2!3d1.2809521!4d103.8457122?hl=en",
Marina Bay Cruise Centre,"61 Marina Coastal Dr, 018947",7V85+QX Singapore,Cruise Terminal,4.4,"https://www.google.com.sg/maps/place/Marina+Bay+Cruise+Centre+Singapore/@1.2668901,103.8577626,17z/data=!3m1!4b1!4m5!3m4!1s0x31da192397e08611:0x52046d5cab5d469c!8m2!3d1.2668901!4d103.8599513?hl=en","['big', 'organised', 'immigration', 'port', 'pier', 'island', 'luggage', 'wifi', 'check', 'upscale']"
The American Club Singapore,"10 Claymore Hill, Singapore 229573",8R5J+9V Singapore,Social club,4.4,"https://www.google.com.sg/maps/place/The+American+Club/@1.3084609,103.8300117,17z/data=!3m2!4b1!5s0x31da198d43410177:0x8499a7c3208dca4e!4m5!3m4!1s0x31da19f2af8d461b:0xc9315a52866b5c4f!8m2!3d1.3084609!4d103.8322004?hl=en","['food', 'renovation', 'pool', 'bar', 'buffet', 'construction', 'bowling', 'community', 'library', 'meeting']"
Dempsey Hill,"Blk 8D Dempsey Rd, #03-01, Singapore 249679",8R35+HW Singapore,·$$$,4.4,"https://www.google.com.sg/maps/place/Dempsey+Hill/@1.3039916,103.8076716,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a23443fceaf:0xe709dbf520ba8e5b!8m2!3d1.3039916!4d103.8098603?hl=en","['cafes', 'dining', 'walk', 'chilli', 'furniture', 'atmosphere', 'romantic', 'night', 'public', 'barracks']"
Flyer Lounge @ Singapore Flyer,"30 Raffles Ave, Level 3 Singapore Flyer, Singapore 039803",7VQ7+R7 Singapore,Lounge,4.3,"https://www.google.com.sg/maps/place/Flyer+Lounge/@1.2895301,103.8610596,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19aa08744c99:0xe05f520bb8693427!8m2!3d1.289815!4d103.8634354?hl=en",[]
