name,address,plus_code,category,overall_rating,url,keywords
Singapore Flyer,"30 Raffles Ave, Singapore 039803",7VQ7+P7 Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/Singapore+Flyer/@1.2893042,103.8609481,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a936c551cd:0x7fb4e58ad9cd826e!8m2!3d1.2892988!4d103.8631368?hl=en","['ferris', 'marina', 'capsule', 'nightscape', ""bird's"", 'gardens', 'f1', 'rotation', '2008', 'cityscape']"
National Museum of Singapore,"93 Stamford Rd, Singapore 178897",7RWX+JC Singapore,National museum,4.5,"https://www.google.com.sg/maps/place/National+Museum+of+Singapore/@1.2966184,103.8463204,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a311be5b0f:0x92e311597c4db868!8m2!3d1.296613!4d103.8485091?hl=en","['early', 'rotunda', 'doraemon', 'teamlab', 'independence', 'colonial', 'city', '1887', '1965', 'flutes']"
Long Bar,"#02-01, Raffles Arcade, 328 North Bridge Rd, 188719",7VW3+2C Singapore,·$$$,4.3,"https://www.google.com.sg/maps/place/Long+Bar/@1.2950874,103.8513235,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a5b8117caf:0xcacb3659e2afcdea!8m2!3d1.2951981!4d103.8533467?hl=en","['singapore', 'peanuts', 'floor', 'hotel', 'tourist', 'history', 'tax', 'colonial', 'signature', 'cocktail']"
Singapore Zoo,"80 Mandai Lake Rd, 729826",CQ3V+P6 Singapore,Zoo,4.6,"https://www.google.com.sg/maps/place/Singapore+Zoo/@1.4043539,103.7908343,17z/data=!3m1!4b1!4m5!3m4!1s0x31da13d9102adcaf:0xb414fac8a43b1b91!8m2!3d1.4043485!4d103.793023?hl=en","['tram', 'animal', 'polar', 'white', 'rainforest', 'humid', 'swimwear', 'open', 'water', 'moat']"
Singapore Cable Car,"109 Mount Faber Rd, Mount Faber Peak, Singapore 099203",7RC9+FR Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/Singapore+Cable+Car/@1.2711502,103.8174105,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1ead00000001:0xe147483e211e5430!8m2!3d1.271203!4d103.8196033?hl=en","['experience', 'island', 'beautiful', 'ticket', 'trip', 'harbor', 'klook', 'cable', ""bird's"", 'resort']"
Merlion Park,"1 Fullerton Rd, Singapore 049213",7VP3+MQ Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/Merlion+Park/@1.2867503,103.8521985,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190ed6203605:0x66ad5eee6e01f3a7!8m2!3d1.2867449!4d103.8543872?hl=en","['marina', 'icon', 'built', 'nightscape', 'laser', 'singapore', 'mermaid', 'mascot', 'mythical', 'national']"
Singapore Botanic Gardens,"1 Cluny Rd, Singapore 259569",8R78+G9 Singapore,Botanical garden,4.7,"https://www.google.com.sg/maps/place/Singapore+Botanic+Gardens/@1.3138451,103.8137249,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a1c7ddb60bd:0xeadf14903ad3d980!8m2!3d1.3138397!4d103.8159136?hl=en","['unesco', 'exercise', 'rainforest', 'humid', 'lizards', 'umbrella', 'otters', 'metro', 'mat', 'orchestra']"
Madame Tussauds Singapore,"40 Imbiah Rd, Sentosa, 099700",7R39+J2 Singapore,Tourist attraction,4.4,"https://www.google.com.sg/maps/place/Madame+Tussauds+Singapore/@1.2540427,103.8154328,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bff1bf8d75f:0xa8426dcf84c7f866!8m2!3d1.2540373!4d103.8176215?hl=en","['celebrities', 'bollywood', 'personalities', '4d', 'marvel', 'candle', 'modi', 'obama', 'jokowi', 'shah']"
Universal Studios Singapore,"8 Sentosa Gateway, 098269",7R3F+JG Singapore,Theme park,4.6,"https://www.google.com.sg/maps/place/Universal+Studios+Singapore/@1.2541781,103.8186673,16z/data=!3m1!4b1!4m5!3m4!1s0x31da1955a615a343:0x3094037d34e6529f!8m2!3d1.2540421!4d103.8238084?hl=en","['jurassic', 'express', 'shrek', 'stimulation', 'speedrun', 'halloween', 'klook', 'casino', 'fard', 'globe']"
CE LA VI Singapore,"1 Bayfront Avenue Marina Bay Sands, Hotel, Tower 3, 018971",7VM5+2X Singapore,·$$$$,4.2,"https://www.google.com.sg/maps/place/C%C3%89+LA+VI+Singapore/@1.2825551,103.8577532,17z/data=!3m2!4b1!5s0x31da190422da0b49:0x571df46076e0c318!4m5!3m4!1s0x31da190440e93599:0x34732a2397ec6566!8m2!3d1.2825497!4d103.8599419?hl=en","['marina', 'sunset', 'observation', 'ticket', 'infinity', 'sky', 'cover', 'dress', 'singapore', 'nightscape']"
National Gallery Singapore,"1 St Andrew's Rd, #01 – 01, Singapore 178957",7VR2+3J Singapore,Art museum,4.6,"https://www.google.com.sg/maps/place/National+Gallery+Singapore/@1.2902271,103.849328,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a747de0c15:0xe5639e25fabece80!8m2!3d1.2902217!4d103.8515167?hl=en","['roof', 'bar', 'court', 'yayoi', 'minimalism', 'mirrors', 'colonial', 'cells', 'biennale', 'quiet']"
Indie Singapore,"Exit A, Chinatown MRT Station, Singapore 059443",7RMV+J5 Singapore,Tour agency,5,"https://www.google.com.sg/maps/place/Indie+Singapore/@1.2840254,103.8408003,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1921ed65e5ad:0x319da3e8ff44efbd!8m2!3d1.28402!4d103.842989?hl=en","['walking', 'history', 'learned', 'questions', 'morning', 'culture', 'passionate', 'insights', 'present', 'past']"
Battlebox,"2 Cox Terrace, Singapore 179622",7RWW+FF Singapore,War museum,4.6,"https://www.google.com.sg/maps/place/Battlebox/@1.2961665,103.8439874,17z/data=!3m2!4b1!5s0x31da19a28ab8e201:0x14e7fb6ec33e7360!4m5!3m4!1s0x31da19a2442b7975:0x9e4a1e168585732f!8m2!3d1.2961611!4d103.8461761?hl=en","['ww2', 'tour', 'bunker', '1942', 'early', 'military', 'invasion', 'strategy', 'surrender', 'wax']"
Sands Skypark Observation Deck,"10 Bayfront Ave, Singapore 018956",7VP6+5C Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/SkyPark+Observation+Deck/@1.2854401,103.8588838,17z/data=!3m1!4b1!4m5!3m4!1s0x27baf2df51fe139:0x82b824e6b7d4033!8m2!3d1.2854347!4d103.8610725?hl=en","['marina', 'floor', 'elevator', 'nightscape', 'infinity', 'singapore', ""bird's"", 'laser', 'daylight', 'cityscape']"
Fort Canning Park,"River Valley Rd, Singapore 179037",7RVW+GM Singapore,Park,4.5,"https://www.google.com.sg/maps/place/Fort+Canning+Park/@1.2938736,103.8444396,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a224232655:0x6be7c3049c6211a5!8m2!3d1.2938682!4d103.8466283?hl=en","['history', 'exhibition', 'bunker', 'ww2', 'escalators', 'the', 'excavation', '14th', 'cannons', 'tree']"
Chinatown Heritage Centre,"48 Pagoda St, Singapore 059207",7RMV+9Q Singapore,Ethnographic museum,4.4,"https://www.google.com.sg/maps/place/Chinatown+Heritage+Centre/@1.2834661,103.8422153,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1973493ae8dd:0x26539d86b7ad1b0b!8m2!3d1.2834607!4d103.844404?hl=en","['souvenirs', 'immigrants', 'audio', 'life', 'market', 'street', 'chinese', 'chinese', '1950s', 'settlers']"
Clarke Quay,"3 River Valley Rd, Singapore 179024",7RRW+6H Singapore,Shopping mall,4.5,"https://www.google.com.sg/maps/place/Clarke+Quay/@1.2906078,103.8442855,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a038007c9d:0x20e5acd1e8ccf02!8m2!3d1.2906024!4d103.8464742?hl=en","['night', 'party', 'clubs', 'live', 'nightscape', 'river', 'chill', 'wharf', 'pub', 'waterfront']"
1-Altitude Gallery & Bar,"1 Raffles Pl, 048616, Singapore 048616",7VM2+RC Singapore,Bar,4.5,"https://www.google.com.sg/maps/place/1-Altitude/@1.2845237,103.8488146,17z/data=!3m2!4b1!5s0x31da190ead02549f:0xf05e6f125cf2fd28!4m5!3m4!1s0x31da190953a264e1:0x630ad0821535e5c!8m2!3d1.2845183!4d103.8510033?hl=en","['marina', 'roof', 'cover', 'sunset', 'nightscape', 'singapore', 'sky', 'blick', 'view', ""ladies'""]"
Maxwell Food Centre,"1 Kadayanallur St, Singapore 069184",7RJV+4W Singapore,·$,4.3,"https://www.google.com.sg/maps/place/Maxwell+Food+Centre/@1.2803415,103.8425783,17z/data=!3m2!4b1!5s0x31da190c599ca241:0xd9ea0b055fd569f8!4m5!3m4!1s0x31da190d4d2ce4b1:0xce7f195d585390aa!8m2!3d1.2803361!4d103.844767?hl=en","['to', 'stalls', 'tourists', 'chicken', 'food', 'sugarcane', 'construction', 'michelin', 'anthony', 'hainanese']"
Gardens by the Bay,"18 Marina Gardens Dr, Singapore 018953",7VJ7+JC Singapore,Garden,4.7,"https://www.google.com.sg/maps/place/Gardens+by+the+Bay/@1.2815737,103.8614245,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1904937e1633:0x62099677b59fca76!8m2!3d1.2815683!4d103.8636132?hl=en","['dome', 'music', 'sky', 'cloud', 'light', 'nightscape', 'rainforest', 'tropical', 'planet', 'night']"
Supertree Grove,"18 Marina Gardens Dr, Singapore 018953",7VJ7+QH Singapore,Garden,4.7,"https://www.google.com.sg/maps/place/Supertree+Grove/@1.2819671,103.861717,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19030a47894f:0xc974a469e9c48096!8m2!3d1.2819617!4d103.8639057?hl=en","['music', 'light', 'structures', 'attraction', 'sky', 'domes', 'lie', 'nightscape', 'night', 'surreal']"
Sentosa Merlion,"30 Imbiah Rd, Sentosa island, 099958",7R39+P3 Singapore,Permanently closed,4.5,"https://www.google.com.sg/maps/place/Sentosa+Merlion/@1.2542796,103.8154527,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bffa64366d5:0xcd130adfc05d1442!8m2!3d1.254262!4d103.817674?hl=en",
Asian Civilisations Museum,"1 Empress Pl, Singapore 179555",7VP2+XH Singapore,Heritage museum,4.5,"https://www.google.com.sg/maps/place/Asian+Civilisations+Museum/@1.2875023,103.8491974,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190999a193a1:0x20a06ca9bcdf127a!8m2!3d1.2874969!4d103.8513861?hl=en","['religions', 'artefacts', 'small', 'huge', 'trade', 'ancient', 'curated', 'region', 'porcelain', 'buddhism']"
Food Playground,"24A Sago St, Singapore 059020",7RJV+QM Singapore,Cooking School,4.9,"https://www.google.com.sg/maps/place/Food+Playground/@1.2818941,103.8419689,17z/data=!3m2!4b1!5s0x31da19a3aefdce11:0x1e0cb1ceb5e53961!4m5!3m4!1s0x31da196d20d74b5b:0x4e6af733f09ef683!8m2!3d1.2818887!4d103.8441576?hl=en","['culture', 'team', 'fun', 'history', 'local', 'morning', 'trip', 'organised', 'mothers', 'hands']"
Peranakan Museum,"39 Armenian St, Singapore 179941",7RVX+PJ Singapore,Heritage museum,4.3,"https://www.google.com.sg/maps/place/Peranakan+Museum/@1.2943723,103.8468504,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a3e7fd9559:0xcc80d2cf6e676720!8m2!3d1.2942086!4d103.8489516?hl=en","['learn', 'artefacts', 'traditions', 'wedding', 'renovation', 'furniture', '2021', 'embroidery', 'lifestyle', 'immigrants']"
East Coast Park,E Coast Park Service Rd,8W26+8V Singapore,Park,4.5,"https://www.google.com.sg/maps/place/East+Coast+Park/@1.3007896,103.9099979,17z/data=!3m1!4b1!4m5!3m4!1s0x31da22b906ff05d1:0xaffda4da354a96fa!8m2!3d1.3007842!4d103.9121866?hl=en","['bike', 'sea', 'ships', 'sunrise', 'rollerblades', 'gardens', 'public', 'lagoon', 'cycling', 'jetty']"
Lau Pa Sat Festival Pavilion,"18 Raffles Quay, Singapore 048582",7VJ2+67 Singapore,Permanently closed,5,"https://www.google.com.sg/maps/place/Thunder+Tea+Catering+Lau+Pa+Sat+Festival+Mkt/@1.28052,103.8484593,17z/data=!3m1!5s0x31da190de266a78b:0xc1ca94f48ef012b0!4m5!3m4!1s0x31da190de054e337:0x8c2b240dca025bd1!8m2!3d1.2805146!4d103.850648?hl=en",
Mustafa Centre,"145 Syed Alwi Rd, Mustafa Centre, Singapore 207704",8V54+V8 Singapore,Department store,4.4,"https://www.google.com.sg/maps/place/Mustafa+Centre/@1.3096424,103.8536275,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19c634a9b4a3:0xed353a31994d92d7!8m2!3d1.309637!4d103.8558162?hl=en","['price', 'mall', 'food', 'electronics', 'souvenirs', 'watches', 'alcohol', 'chocolate', 'jewellery', 'good']"
Bugis Street,"3 New Bugis Street, Singapore 188867",8V23+7X Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/Bugis+Street/@1.3006667,103.8527739,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19baf4d6b48f:0x2401a1425e650342!8m2!3d1.3006613!4d103.8549626?hl=en","['souvenirs', 'tourists', 'bargain', 'street', 't-shirt', 'keychains', 'night', 'fard', 'chinatown', 'fridge']"
Changi Chapel and Museum,"1000 Upper Changi Rd N, Singapore 507707",9X6F+VJ Singapore,History museum,4.2,"https://www.google.com.sg/maps/place/Changi+Chapel+%26+Museum/@1.3622174,103.9718363,17z/data=!3m1!4b1!4m5!3m4!1s0x31da3cf7eac10109:0x8ece052eb785a8ab!8m2!3d1.362243!4d103.9739555?hl=en",[]
Jewel Changi Airport,"78 Airport Blvd., Singapore 819666",9X6Q+3W Singapore,Shopping mall,4.7,"https://www.google.com.sg/maps/place/Jewel+Changi+Airport/@1.3602136,103.9875706,17z/data=!3m2!4b1!5s0x31da3c8963249ae3:0xc4789872c75c8dc0!4m5!3m4!1s0x31da17be147e79c3:0xb809d0f172526ac3!8m2!3d1.3602082!4d103.9897593?hl=en","['waterfall', 'flight', 'terminal', 'fountain', 'attraction', 'layover', 'rainforest', 'immigration', 'water', 'centrepiece']"
City Scoot,"1 North Bridge Road, #B1-55/56 High Street Centre, Singapore 179094",7RQX+XJ Singapore,Bicycle rental service,4.9,"https://www.google.com.sg/maps/place/City+Scoot/@1.2899404,103.8468451,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a0beeaaaab:0xa2a0bc5e7f48a277!8m2!3d1.289935!4d103.8490338?hl=en","['scooters', 'walking', 'map', 'river', 'battery', 'business', 'sights', 'attractions', 'sunscreen', 'bottle']"
Monster Day Tours,"71 Ayer Rajah Crescent, #04-01, Singapore 139951",7QWP+JR Singapore,Tour operator,4.8,"https://www.google.com.sg/maps/place/Monster+Day+Tours/@1.2965625,103.7848643,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190dc69ce4a1:0x6cfaf1fa01a41352!8m2!3d1.2965571!4d103.787053?hl=en","['virtual', 'angel', 'learn', 'bingo', 'north', 'interactive', 'engaged', 'insightful', 'quizzes', 'games']"
VivoCity,"1 HarbourFront Walk, Singapore 098585",7R7C+QV Singapore,Shopping mall,4.5,"https://www.google.com.sg/maps/place/VivoCity/@1.2644086,103.8200184,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1958974bbc2b:0xba34578f519df13f!8m2!3d1.2644032!4d103.8222071?hl=en","['island', 'monorail', 'harbour', 'library', 'cruise', 'jakarta', 'LRT', 'ferry', 'timezone', 'republic']"
Night Safari,"80 Mandai Lake Rd, Singapore 729826",CQ2Q+V6 Singapore,Wildlife and safari park,4.2,"https://www.google.com.sg/maps/place/Night+Safari/@1.4021926,103.7858719,17z/data=!3m1!4b1!4m5!3m4!1s0x31da13d7882e15f7:0x6ff144ead852d1e3!8m2!3d1.4021872!4d103.7880606?hl=en","['tram', 'nocturnal', 'animal', 'habitat', 'tiger', 'flash', 'fire', 'tapir', 'fishing']"
Cloud Forest,"18 Marina Gardens Dr, Singapore 018953",7VM8+GC Singapore,Tourist attraction,4.7,"https://www.google.com.sg/maps/place/Cloud+Forest/@1.2838731,103.8638137,17z/data=!3m2!4b1!5s0x31da19022520ad85:0x5b0a62ed08700bd0!4m5!3m4!1s0x31da190187624577:0x8d586ee8444e429!8m2!3d1.2838677!4d103.8660024?hl=en","['dome', 'elevator', 'rainforest', 'flora', 'orchids', 'tropical', 'artificial', 'climate', 'conservatory', 'the']"
National Orchid Garden,"1 Cluny Rd, Singapore Botanic Gardens, Singapore 259569",8R88+7F Singapore,Garden,4.7,"https://www.google.com.sg/maps/place/National+Parks+Board/@1.3157112,103.8139938,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a1c9c88ea73:0x7728e7e0a02aa7!8m2!3d1.3157058!4d103.8161825?hl=en","['orchids', 'beautiful', 'colours', 'ticket', 'humid', 'cover', 'unesco', 'souvenirs', 'rainforest', 'tropical']"
River Safari,"80 Mandai Lake Rd, Singapore 729826",CQ3R+77 Singapore,Wildlife and safari park,4.4,"https://www.google.com.sg/maps/place/River+Safari/@1.4026222,103.7896218,17z/data=!3m1!4b1!4m5!3m4!1s0x31da13d8ffd797c5:0x75203bebf10a7c92!8m2!3d1.403186!4d103.7906876?hl=en","['manatees', 'red', 'night', 'river', 'aquarium', 'jaguar', 'fresh', 'squirrel', 'jurong', 'animal']"
Jurong Bird Park,"2 Jurong Hill, 628925",8P94+FH Singapore,Wildlife park,4.5,"https://www.google.com.sg/maps/place/Jurong+Bird+Park/@1.3187119,103.704253,17z/data=!3m1!4b1!4m5!3m4!1s0x31da055d47e25239:0x8a03a32b70be1d4c!8m2!3d1.3187065!4d103.7064417?hl=en","['shows', 'penguins', 'parrots', 'flamingos', 'performance', 'fly', 'varieties', 'pelicans', 'macaws', 'vultures']"
Buddha Tooth Relic Temple and Museum,"288 South Bridge Rd, Singapore 058840",7RJV+JM Singapore,Buddhist temple,4.6,"https://www.google.com.sg/maps/place/Buddha+Tooth+Relic+Temple/@1.2815014,103.8420485,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1972ce26bcd1:0x19202d08368ce010!8m2!3d1.2815155!4d103.8442397?hl=en","['storey', 'relic', 'shorts', 'prayer', 'tang', 'chinatown', 'history', 'relics', 'skirts', 'artifacts']"
Haw Par Villa,"262 Pasir Panjang Rd, Singapore 118628",7QMJ+PX Singapore,Theme park,4.1,"https://www.google.com.sg/maps/place/Haw+Par+Villa/@1.2842932,103.7803046,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bac2338a9f5:0xe8ff2105a078ac3b!8m2!3d1.2842878!4d103.7824933?hl=en","['hell', 'statues', 'stories', 'courts', 'legends', 'dioramas', 'folklore', 'religion', 'morality', 'heritage']"
Singapore Visitor Centre @orchardgateway,"216 Orchard Rd, orchardgateway@emerald 238898",8R2Q+HJ Singapore,Tourist information center,4.3,"https://www.google.com.sg/maps/place/Singapore+Visitor+Centre/@1.3014074,103.8368195,17z/data=!3m1!4b1!4m5!3m4!1s0x31da198a28084ed9:0x3ad8a6bbba858d73!8m2!3d1.3013951!4d103.839006?hl=en","['maps', 'knowledge', 'itinerary', 'transport', 'guide', 'country', 'house', 'hotel', 'bus', 'food']"
Singapore City Explorers,"42 Canberra Dr, Singapore 768434",CRQH+MW Singapore,Travel agency,5,"https://www.google.com.sg/maps/place/Singapore+City+Explorers+Pte+Ltd/@1.4391786,103.8276056,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a094b99abf:0xdd2b489316efc746!8m2!3d1.4391732!4d103.8297943?hl=en",[]
Let's Go Bike,"01-57 Crawford Ln, Block 462, Singapore 190462",8V36+RC Singapore,Sightseeing tour agency,4.9,"https://www.google.com.sg/maps/place/Let's+Go+Tour+Singapore/@1.3045394,103.8588853,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1973403d3581:0xab94ca1bfcac4185!8m2!3d1.304598!4d103.8611474?hl=en","['history', 'tour', 'games', 'informative', 'family', 'learned', 'professional', 'bikes', 'patient', 'popsicles']"
The Southern Ridges,nparks.gov.sg,7RH5+JQ Singapore,Park,4.6,"https://www.google.com.sg/maps/place/Southern+Ridges/@1.2790253,103.8073065,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bdfc555553b:0x6635dceabafaf24e!8m2!3d1.2790199!4d103.8094952?hl=en","['morning', 'walkway', 'monkeys', 'metal', 'jungle', 'hills', 'canopy', 'humid', 'vending', 'height']"
Spectra - A Light And Water Show,"10 Bayfront Ave, Marina Bay Sands, Singapore 018956",7VM5+M9 Singapore,Tourist attraction,4.8,"https://www.google.com.sg/maps/place/Spectra+(+Light+and+Water+show)/@1.2841894,103.8562333,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19d9e1251f27:0xfbc143c90937dee1!8m2!3d1.284184!4d103.858422?hl=en",[]
Kranji War Memorial,"9 Woodlands Rd, Singapore 738656",CQ95+J5 Singapore,War memorial,4.6,"https://www.google.com.sg/maps/place/Kranji+War+Memorial/@1.4190285,103.7557452,17z/data=!3m1!4b1!4m5!3m4!1s0x31da123cc4520bbb:0x5d6e6644e648b7f2!8m2!3d1.4190231!4d103.7579339?hl=en","['peaceful', 'world', 'died', 'sacrifice', 'respect', 'cemetery', 'names', 'tribute', 'lest', 'train']"
The Shoppes at Marina Bay Sands,"10 Bayfront Ave, Singapore 018956",7VM6+P2 Singapore,Shopping mall,4.5,"https://www.google.com.sg/maps/place/The+Shoppes+at+Marina+Bay+Sands/@1.2842813,103.8578451,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1905d114f1ff:0xab5e6826079baa80!8m2!3d1.2842759!4d103.8600338?hl=en","['high', 'casino', 'canal', 'window', 'gucci', 'laser', 'gondola', 'water', 'waterfall', 'designer']"
Xcape Singapore,"161 Rochor Rd, Bugis Village, Singapore 188436",8V24+95 Singapore,Amusement center,4.5,"https://www.google.com.sg/maps/place/Xcape+Singapore+-+Real+Escape+Rooms/@1.3009242,103.8532211,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19ba63d18cd7:0x97554e7277328b4e!8m2!3d1.3009188!4d103.8554098?hl=en","['props', 'morgue', 'storyline', 'elements', 'theme', 'non-player', 'tomb', 'resident', 'RPG', 'harry']"
Adventure Cove Waterpark,"8 Sentosa Gateway, 098269",7R59+GF Singapore,Water park,4.4,"https://www.google.com.sg/maps/place/Adventure+Cove+Waterpark/@1.2587956,103.816474,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bfdc5e1404b:0x3062eba361bde102!8m2!3d1.2587902!4d103.8186627?hl=en","['snorkeling', 'dolphin', 'queue', 'reef', 'rocket', 'aquarium', 'rays', 'marine', 'tropical', 'maze']"
Flower Dome,"18 Marina Gardens Dr, Singapore 018953",7VM7+VV Singapore,Tourist attraction,4.7,"https://www.google.com.sg/maps/place/Flower+Dome/@1.2846346,103.8625088,17z/data=!3m2!4b1!5s0x31da19031358770f:0x5b0a62ed46728ee0!4m5!3m4!1s0x31da19017bef8a3d:0x280e9c55b573ea2b!8m2!3d1.2846292!4d103.8646975?hl=en","['cloud', 'sakura', 'greenhouse', 'tulips', 'cactus', 'continents', 'floral', 'collection', 'baobab', 'dahlia']"
Trick Eye Museum Singapore,"26 Sentosa Gateway, #01-43/44, 098138",7R4F+Q2 Singapore,Museum,4.2,"https://www.google.com.sg/maps/place/Trick+Eye+Museum+Singapore/@1.2570396,103.8205106,17z/data=!3m2!4b1!5s0x31da1bfe06c60797:0x1e314697a03c913d!4m5!3m4!1s0x31da1bfdc7bc1695:0x9fd51335af8b41f!8m2!3d1.2569951!4d103.8226023?hl=en","['app', 'photos', 'pictures', 'download', 'augmented', 'battery', 'optical', 'funny', 'special', 'selfie']"
Science Centre Singapore,"15 Science Centre Rd, Singapore 609081",8PMP+77 Singapore,Science museum,4.4,"https://www.google.com.sg/maps/place/Science+Centre+Singapore/@1.3333597,103.7335473,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1004147cad63:0x18e02380e45f8dce!8m2!3d1.3331687!4d103.7356443?hl=en","['butterflies', 'mirror', 'maze', 'snow', 'tesla', 'water', 'optical', 'laser', 'aging', 'climate']"
Esplanade - Theatres on the Bay,"1 Esplanade Dr, Singapore 038981",7VQ4+W8 Singapore,Performing arts theater,4.6,"https://www.google.com.sg/maps/place/Esplanade+-+Theatres+on+the+Bay,+Singapore/@1.2897988,103.8536279,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a7ec1ae549:0xb955a5f90a365835!8m2!3d1.2897934!4d103.8558166?hl=en","['library', 'roof', 'river', 'landmark', 'shape', 'free', 'chill', 'visual', 'laser', 'nightscape']"
Sri Mariamman Temple,"244 South Bridge Rd, Singapore 058793",7RMW+33 Singapore,Hindu temple,4.5,"https://www.google.com.sg/maps/place/Sri+Mariamman+Temple/@1.2826921,103.8429575,17z/data=!3m2!4b1!5s0x31da190ccde0228b:0x4ceddad1f6c3ab22!4m5!3m4!1s0x31da190cd1d428d3:0x154d826b223408ea!8m2!3d1.2826867!4d103.8451462?hl=en","['shoes', 'architecture', 'culture', 'tourists', 'town', 'ceremony', 'bare', 'shorts', 'dress', 'pagoda']"
Mega Adventure,"10A Siloso Beach Walk, 099008",7R46+9W Singapore,Adventure sports,4.4,"https://www.google.com.sg/maps/place/Mega+Adventure+-+Singapore/@1.2559467,103.810108,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bfbef3a1ba7:0x4473f101106492d6!8m2!3d1.2559638!4d103.8123132?hl=en","['zip', 'beach', 'photos', 'tickets', 'phone', 'island', 'obstacle', 'free', 'team', 'summit']"
Wings of Time,"50 Beach View, 098604",7R28+9X Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/Wings+Of+Time/@1.2509607,103.8152912,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1bf98fffffdd:0x1f70e60768074160!8m2!3d1.2509553!4d103.8174799?hl=en","['laser', 'fireworks', 'technology', 'storyline', 'water', 'water', 'sound', 'graphics', 'special', 'drama']"
ArtScience Museum at Marina Bay Sands,"6 Bayfront Ave, Singapore 018974",7VP5+GP Singapore,Museum,4.5,"https://www.google.com.sg/maps/place/ArtScience+Museum/@1.2862792,103.8570776,17z/data=!3m2!4b1!5s0x31da19042d79a381:0xd2f04a200de57dc0!4m5!3m4!1s0x31da19042950679d:0x81c847e129eec549!8m2!3d1.2862738!4d103.8592663?hl=en","['the', 'world', 'teamlab', 'disney', 'lotus', 'minimalism', 'marvel', 'star', 'digital', 'utopias']"
Flight Experience,"30 Raffles Ave, Singapore 039803",7VQ7+WC Singapore,Tourist attraction,4.6,"https://www.google.com.sg/maps/place/Flight+Experience+Singapore/@1.2897698,103.8613239,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a9fbf9a375:0x8c0e17a722ba16c1!8m2!3d1.2897725!4d103.8634877?hl=en","['simulator', 'great', 'plane', 'cockpit', 'fun', 'kids', 'price', 'singapore', 'takeoff', 'expensive']"
Bike Around Tour,"20 Republic Ave, Singapore 038970",7VX7+XC Singapore,Tour operator,5,"https://www.google.com.sg/maps/place/Bike+Around+Tour+Singapore/@1.2999405,103.8613447,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19932efc5197:0xcacb80555b18dc38!8m2!3d1.2999181!4d103.8635479?hl=en","['bike', 'tour', 'history', 'island', 'professional', 'learn', 'fauna', 'walking', 'flora', 'pictures']"
Wok 'n' Stroll,"Tekka Market, Singapore 210665",8V42+F6 Singapore,Tour operator,5,"https://www.google.com.sg/maps/place/Wok+n+Stroll/@1.3062024,103.8483623,17z/data=!3m1!4b1!4m5!3m4!1s0x31da197e2cb0a451:0xfbcb8ab24e4d3618!8m2!3d1.306197!4d103.850551?hl=en","['food', 'adventure', 'culinary', 'culture']"
